Timestamp,MAC,RSSI,UUID,RPI,Version,TX_Power,Reserved
1588219944.6882284,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588219954.632077,b8:27:eb:74:3e:15,-51,fd6f,b1020304050607080910111213141516,40,0c,0000
1588219964.5492198,b8:27:eb:74:3e:15,-41,fd6f,b1020304050607080910111213141516,40,0c,0000
1588219974.5419388,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588219984.5172746,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588219994.5104952,b8:27:eb:74:3e:15,-60,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220004.5046747,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220014.501088,b8:27:eb:74:3e:15,-65,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220024.4102626,b8:27:eb:74:3e:15,-63,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220034.3215573,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220044.2801578,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220054.2513342,b8:27:eb:74:3e:15,-46,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220064.2153242,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220074.1965964,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220084.1535814,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220094.064222,b8:27:eb:74:3e:15,-41,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220104.0293248,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220113.962233,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220123.8546455,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220133.7797077,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220143.7000647,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220153.6313305,b8:27:eb:74:3e:15,-46,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220163.5590343,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220173.492282,b8:27:eb:74:3e:15,-46,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220183.4031436,b8:27:eb:74:3e:15,-58,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220193.3476987,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220203.279478,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220213.191609,b8:27:eb:74:3e:15,-58,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220223.1201904,b8:27:eb:74:3e:15,-60,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220233.0521686,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220253.0083296,b8:27:eb:74:3e:15,-65,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220262.9765117,b8:27:eb:74:3e:15,-49,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220272.8938053,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220282.9140842,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220292.8970916,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220302.84991,b8:27:eb:74:3e:15,-41,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220312.8407006,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220322.816525,b8:27:eb:74:3e:15,-49,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220332.7228594,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220342.69169,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220352.6721365,b8:27:eb:74:3e:15,-58,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220362.5926585,b8:27:eb:74:3e:15,-65,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220372.5997086,b8:27:eb:74:3e:15,-58,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220382.582732,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220392.544492,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220402.5185077,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220412.4845836,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220422.3851807,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220432.3074176,b8:27:eb:74:3e:15,-60,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220442.210295,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220452.194266,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220462.1868968,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220472.1659453,b8:27:eb:74:3e:15,-60,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220482.1248484,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220492.0890343,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220502.1211667,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220512.0387495,b8:27:eb:74:3e:15,-62,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220522.0150023,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220531.9712346,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220541.8945658,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220551.8845484,b8:27:eb:74:3e:15,-49,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220561.8178186,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220571.7798638,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220581.800779,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220591.7108905,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220601.69288,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220611.6745634,b8:27:eb:74:3e:15,-49,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220621.6091402,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220631.519823,b8:27:eb:74:3e:15,-49,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220641.3945553,b8:27:eb:74:3e:15,-42,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220651.371173,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220661.3703208,b8:27:eb:74:3e:15,-47,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220671.339358,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220681.340019,b8:27:eb:74:3e:15,-46,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220691.2788115,b8:27:eb:74:3e:15,-60,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220701.2444782,b8:27:eb:74:3e:15,-46,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220711.2249064,b8:27:eb:74:3e:15,-60,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220721.209762,b8:27:eb:74:3e:15,-64,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220731.134623,b8:27:eb:74:3e:15,-57,fd6f,b1020304050607080910111213141516,40,0c,0000
1588220741.0763843,b8:27:eb:74:3e:15,-61,fd6f,b1020304050607080910111213141516,40,0c,0000
